name,author,narrator,time,releasedate,language,stars,price,ratings
Hot Relationships,TracyCox,Marie-LouiseWalker,1172,2012-12-18,English,0.0,585.0,0.0
Attracting Love,TriciaBrennan,TriciaBrennan,76,2008-10-30,English,0.0,468.0,0.0
Girl Boner,AugustMcLaughlin,AugustMcLaughlin,744,2018-04-12,English,0.0,1005.0,0.0
Nice Couples Do,JoanElizabethLloyd,MaggieAlbright,185,2007-01-31,English,0.0,500.0,0.0
The Power Law,SebastianMallaby,WillDamron,1013,2022-01-25,English,5.0,1093.0,10.0
HDFC Bank 2.0,TamalBandyopadhyay,AshwathNair,872,2020-03-20,English,4.5,677.0,37.0
"Manias, Panics, and Crashes (Seventh Edition)","RobertZ.Aliber,CharlesP.Kindleberger",AlisterAustin,1165,2021-02-13,English,3.0,1675.0,1.0
"Investment Banking Explained, Second Edition",MichelFleuriet,DougGreene,716,2021-07-20,English,0.0,703.0,0.0
The Richest Man in Babylon,GeorgeS.Clason,PaulMichael,237,2022-03-01,English,4.5,585.0,3.0
Money,JacobGoldstein,JacobGoldstein,336,2022-01-27,English,5.0,569.0,1.0
Der Bitcoin-Standard,SaifedeanAmmous,ChristianLeuenberg,644,2021-04-20,german,0.0,770.0,0.0
Shutdown,AdamTooze,"AdamTooze-introduction,SimonVance",757,2021-07-09,English,3.5,888.0,3.0
Money Games,WeijianShan,DavidShih,744,2021-08-09,English,0.0,703.0,0.0
Crashed,AdamTooze,"SimonVance,AdamTooze",1527,2018-02-08,English,4.5,957.0,2.0
Digital Finance,BaxterHines,PeterLerman,446,2021-03-16,English,5.0,586.0,1.0
Investment Banking for Dummies,"MatthewKrantz,RobertR.JohnsonPhDCFACAIA",MichaelButlerMurray,897,2014-10-20,English,4.5,836.0,3.0
Fundamentals of Credit and Credit Analysis: Corporate Credit Analysis,ArnoldZiegel,EricRobertson,245,2020-04-27,English,5.0,586.0,1.0
La Banque en Afrique,NabiIssaCoulibaly,SalifCompaore,190,2021-12-17,french,0.0,755.0,0.0
The Wealth of Nations,AdamSmith,AlanMunro,2728,2020-02-14,English,0.0,938.0,0.0
"A Primer on Money, Banking, and Gold",PeterLBernstein,SeanPratt,319,2008-12-29,English,0.0,586.0,0.0
AI and the Future of Banking,TonyBoobier,WalterDixon,648,2020-08-25,English,5.0,703.0,3.0
The Currency Cold War,DavidBirch,JamesBarlow,394,2020-07-10,English,3.0,601.0,1.0
A History of Canadian Imperial Bank of Commerce: 1973-1999,RodMcQueen,NinaRichmond,765,2021-09-23,English,0.0,1172.0,0.0
Die Nullzinsfalle,"RonaldStöferle,RahimTaghizadegan,GregorHochreiter",PeterWolter,480,2020-03-09,german,0.0,602.0,0.0
Schweizer Geheimnisse,"HannesMunzinger,FrederikObermaier,BastianObermayer",TimGössler,513,2022-02-23,german,0.0,703.0,0.0
Aftermath,JamesRickards,JamesRickards,608,2019-07-30,English,4.5,888.0,10.0
Banking Bad,AdeleFerguson,AdeleFerguson,785,2019-05-08,English,4.0,1063.0,2.0
Too Big to Save? How to Fix the U.S. Financial System,RobertPozen,RichardDavidson,1034,2020-10-07,English,0.0,836.0,0.0
A New Era in Banking,"AngelBerges,MauroF.Guillén,JuanPedroMoreno,",ErikSynnestvedt,311,2014-12-17,English,0.0,703.0,0.0
Central Banking in Turbulent Times,"TuomasValimaki,FrancescoPapadia",KeithSellon-Wright,677,2018-04-09,English,0.0,703.0,0.0
Fed Up,DanielleDiMartinoBooth,DanielleDiMartinoBooth,597,2017-02-14,English,0.0,1005.0,0.0
Infiltrated,JayW.Richards,TimLundeen,581,2021-07-21,English,0.0,586.0,0.0
The End of Alchemy,MervynKing,GregWagland,843,2016-06-18,English,4.0,836.0,1.0
FinTech Revolution,"SofieBlakstad,RobertAllen",JulieMaisey,1001,2020-04-26,English,4.5,873.0,2.0
Lombard Street,WalterBagehot,RobinSachs,459,2020-09-07,English,0.0,668.0,0.0
Blockchain 2.0 - einfach erklärt - mehr als nur Bitcoin,JulianHosp,JulianHosp,415,2018-05-11,german,0.0,401.0,0.0
Capitalism's Toxic Assumptions,EvePoole,ChristopherOxford,364,2015-03-26,English,0.0,668.0,0.0
The Financial Crisis and the Free Market Cure,JohnAllison,AlanSklar,635,2012-09-27,English,0.0,702.0,0.0
Dark Towers (German edition),DavidEnrich,PeterWolter,763,2020-11-21,german,0.0,703.0,0.0
The Road to Ruin,JamesRickards,JamesRickards,647,2016-11-24,English,5.0,752.0,3.0
The Wall Street Money Machine,"JesseEisinger,JakeBernstein",GaryDikeos,103,2013-08-19,English,0.0,100.0,0.0
Engine of Inequality,KarenPetrou,RandyeKaye,541,2021-04-13,English,0.0,586.0,0.0
The Bank That Lived a Little,PhilipAugar,JonathanKeeble,932,2018-12-13,English,5.0,820.0,1.0
Collusion,NomiPrins,EllenArcher,870,2018-04-05,English,0.0,500.0,0.0
Fragile by Design,"CharlesW.Calomiris,StephenH.Haber",BasilSands,1221,2014-04-03,English,5.0,1170.0,1.0
Souverän Vermögen schützen,"GerdKommer,OlafGierhake",SebastianPappenberger,826,2021-02-18,german,0.0,703.0,0.0
The Fed and Lehman Brothers,LaurenceM.Ball,DavidColacci,551,2020-03-31,English,0.0,586.0,0.0
Race for Profit,Keeanga-YamahttaTaylor,JaninaEdwards,749,2020-03-24,English,0.0,703.0,0.0
The Subprime Solution,RobertJ.Shiller,StowLovejoy,270,2008-08-15,English,0.0,421.0,0.0
Bank 3.0 [Russian Edition],BrettKing,StanislavKoncevich,776,2016-11-08,russian,0.0,234.0,0.0
Leading Through Uncertainty,RaymondP.Davis,JoelRichards,330,2020-07-27,English,0.0,668.0,0.0
Moderne Geldschöpfung,ThomasHerold,HendrikHoffmann,48,2020-09-23,german,0.0,233.0,0.0
Деньги. Как упадок доллара угрожает мировой экономике — и что можно с этим поделать,SmartReading,ДмитрийЕвстратов,27,2020-04-08,russian,0.0,468.0,0.0
Банк 3.0,SmartReading,ДмитрийЕвстратов,26,2020-07-30,russian,0.0,132.0,0.0
Zombie Banks,YalmanOnaran,PeteLarkin,341,2020-09-07,English,0.0,668.0,0.0
A Diary of a Euro Crisis in Cyprus,PanicosDemetriades,FanosXenofos,515,2020-07-05,English,0.0,569.0,0.0
Finanzielle Intelligenz,NiclasLahmer,DavidZimmerschied,269,2020-03-25,german,0.0,468.0,0.0
銀行員の岐路(週刊東洋経済ｅビジネス新書Ｎo.315),週刊東洋経済編集部,長谷川俊介,113,2020-03-18,japanese,0.0,279.0,0.0
銀行　破壊と再生(週刊東洋経済ｅビジネス新書Ｎo.282),週刊東洋経済編集部,長谷川俊介,127,2020-01-22,japanese,0.0,558.0,0.0
銀行員の不安(週刊東洋経済ｅビジネス新書Ｎo.268),週刊東洋経済編集部,長谷川俊介,116,2019-12-18,japanese,0.0,279.0,0.0
銀行総務特命,池井戸潤,多田啓太,595,2019-12-13,japanese,0.0,976.0,0.0
Mehr Geld für mehr Leben,VickiRobin,DanielaKiefer,787,2019-08-27,german,0.0,770.0,0.0
月刊・中谷彰宏131「努力して損をすると、神様銀行から運が舞い来る。」,中谷彰宏,中谷彰宏,64,2019-09-07,japanese,0.0,530.0,0.0
フィンテックで銀行はどうなる (週刊東洋経済eビジネス新書 No.213),週刊東洋経済編集部,岩見聖次,51,2018-12-19,japanese,0.0,145.0,0.0
新 銀行交渉術 ～資金ニーズの見つけ方と対話～,中村中,"川勝亮太郎,林健二",482,2019-05-06,japanese,0.0,837.0,0.0
ホリエモンのビジネスウィークリーVOL.44 振興銀行破綻で中小企業融資はどうなる,堀江貴文,堀江貴文,19,2015-01-07,japanese,0.0,139.0,0.0
アストラル・トラベル 宇宙銀行(アストラル銀行)編 豊かさと富を創り出す,志麻絹依,志麻ヒプノ・ソリューション,52,2015-06-17,japanese,0.0,1758.0,0.0
Die Deutsche Bank - Riese auf tönernen Füßen,FriedhelmSchwarz,JeskoDöring,245,2018-12-20,german,0.0,233.0,0.0
Les 7 clefs du banquier philosophe,Pierre-LucPoulin,Pierre-LucPoulin,75,2011-07-25,french,0.0,522.0,0.0
Fed Power,"LawrenceR.Jacobs,DesmondKing",BobReed,440,2016-08-04,English,0.0,668.0,0.0
Reckless- The Rise and Fall of the City,PhilipAugar,AnthonyGlennon,70,2010-12-05,English,0.0,615.0,0.0
The Power and Independence of the Federal Reserve,PeterConti-Brown,BrianHolsopple,640,2016-08-13,English,0.0,836.0,0.0
The Bankers' New Clothes,"AnatAdmat,MartinHellwig",EvaWilhelm,570,2013-04-18,English,0.0,1003.0,0.0
Kapitalfehler,"MatthiasWeik,MarcFriedrich",RobertFrank,668,2016-05-13,german,0.0,837.0,0.0
White House Burning,"JamesKwak,SimonJohnson",NicholasHormann,601,2012-03-04,English,0.0,1005.0,0.0
Kapitalfehler,"MatthiasWeik,MarcFriedrich",RobertFrank,434,2016-05-13,german,0.0,267.0,0.0
The Occupy Handbook,"PaulKrugman,MichaelLewis,AmyGoodman,","KevinStillwell,WorthenWorthen,DikanTulane",1046,2012-04-18,English,0.0,500.0,0.0
The Color of Money,MehrsaBaradaran,LisaReneéPitts,910,2017-09-26,English,0.0,1055.0,0.0
Banking on Death,EmmaLathen,DeaverBrown,371,2018-01-18,English,0.0,328.0,0.0
The Great Deformation,DavidStockman,WilliamHughes,2203,2013-02-04,English,0.0,1171.0,0.0
Il grande imbroglio. Come le banche si prendono i nostri risparmi,StefanoRighi,StefanoTrillini,259,2017-12-27,italian,0.0,497.0,0.0
Jimmy Stewart Is Dead,LaurenceJ.Kotlikoff,ChristianRummel,500,2020-09-07,English,0.0,836.0,0.0
Exile on Wall Street,MikeMayo,DennisHolland,398,2020-09-07,English,5.0,668.0,1.0
Make Your Own Rules,"WayneRogers,JoshYoung",WalterDixon,347,2012-01-02,English,0.0,703.0,0.0
The Orange Code,"ArkadiKuhlmann,BrucePhilp","BillWeideman,JimBond",633,2008-03-11,English,0.0,1005.0,0.0
Broken Bargain,KathleenDay,BernadetteDunne,941,2019-08-13,English,0.0,700.0,0.0
Sabotage,"AnastasiaNesvetailova,RonenPalan",CatherineBailey,335,2020-01-30,English,0.0,888.0,0.0
GELDRICHTIG,PhilippJ.Müller,EricBorner,547,2020-10-12,german,0.0,770.0,0.0
The Little Book of Valuation,AswathDamodaran,MatthewBoston,289,2019-07-30,English,3.0,469.0,8.0
Safe Strategies for Financial Freedom,"VanK.Tharp,D.R.Barton,SteveSjuggerud",JohnLescault,272,2021-07-21,English,5.0,469.0,5.0
Angel Investing,SanjayKulkarni,AdwaitKarambelkar,503,2020-12-31,English,5.0,1350.0,4.0
The Wall Street MBA (Third Edition),ReubenAdvani,DougGreene,468,2021-07-22,English,0.0,586.0,0.0
The Business of Venture Capital (3rd Edition),MahendraRamsinghani,MikeLenz,838,2021-04-20,English,0.0,703.0,0.0
Financial Modeling and Valuation,PaulPignataro,PaulHeitsch,659,2019-12-19,English,2.0,703.0,2.0
Selling Your Startup,"AlejandroCremades,BhavinTurakhia-foreword",ToddMcLaren,395,2021-09-28,English,0.0,586.0,0.0
Investment Banking (3rd Edition),"JoshuaRosenbaum,JoshuaPearl,JosephR.Perella-foreword,",MikeChamberlain,855,2020-06-16,English,5.0,1055.0,1.0
The Great Devaluation,AdamBaratta,AdamBaratta,482,2021-09-02,English,0.0,586.0,0.0
Resumen de Financial Intelligence de Karen Berman y Joe Knight,PMPManagementFactory,PMPManagementFactory,8,2021-11-05,spanish,0.0,307.0,0.0
Cost Estimation: Methods and Tools,"GregoryK.Mislick,DanielA.Nussbaum,DouglasA.Brook-foreword",MatthewBoston,946,2018-11-20,English,0.0,703.0,0.0
Business Valuation for Dummies,"LisaHolton,JimBates",WalterDixon,750,2020-07-28,English,0.0,703.0,0.0
The Oxford Handbook of IPOs,"DouglasCumming,SofiaA.Johan",MikeChamberlain,1762,2019-09-24,English,0.0,938.0,0.0
A Novel Introduction to Corporate Finance,"JonathanManleyGodbey,JasonMehl",DavidBaker,453,2013-08-10,English,0.0,668.0,0.0
The Narrow Corridor,"DaronAcemoglu,JamesA.Robinson",StephenGraybill,1424,2019-09-26,English,4.5,1093.0,7.0
"Fundamentals of Enterprise Risk Management, Second Edition",JohnJ.Hampton,StevenMenasche,564,2015-03-27,English,5.0,820.0,2.0
Post-Acquisition Marketing,ShivNarayanan,AssafCohen,115,2021-04-22,English,5.0,469.0,1.0
The Squam Lake Report,"KennethR.French,MartinN.Baily,JohnY.Campbell,",KenKliban,233,2010-09-24,English,4.0,668.0,1.0
The Failure of Risk Management,DouglasW.Hubbard,StephenBelDavies,809,2020-04-21,English,0.0,586.0,0.0
Cómo cerrar rondas de financiación con éxito,"BradFeld,JasonMendelson",LuisCarlosDeLaLombana,487,2021-06-07,spanish,0.0,795.0,0.0
資産投資用スキルを身に着けて将来の安心を手に入れよう,相川正樹,福岡真延,56,2021-04-19,japanese,0.0,558.0,0.0
Redefining Financial Literacy,"CindyCouyoumjianCFP,R.F.Georgy",TeriSchnaubelt,407,2021-11-05,English,0.0,445.0,0.0
Scaling Your Startup,PeterS.Cohan,MatthewJosdal,652,2020-05-19,English,0.0,586.0,0.0
Licence to be Bad,JonathanAldred,CharlieAnson,648,2019-06-06,English,2.0,820.0,1.0
How Can I Increase the Value of My Business?,RichardMowrey,BrianCallanan,201,2020-06-23,English,0.0,585.0,0.0
Capital Ideas Evolving,PeterL.Bernstein,SeanPratt,633,2009-01-29,English,0.0,938.0,0.0
Money from Nothing,"AaronJames,RobertHockett",TristanMorris,665,2020-09-15,English,0.0,1005.0,0.0
American Default,SebastianEdwards,TimothyAndrésPabon,541,2018-07-18,English,0.0,836.0,0.0
Finance Your Own Business,"GarrettSuttonEsq.,GerriDetweiler",GarrettSuttonEsq.,429,2015-10-27,English,4.0,500.0,2.0
Man vs. Markets,PaddyHirsch,DeanSluyter,353,2013-08-10,English,5.0,668.0,1.0
Startups in Action,JPSilva,LiamGerrard,192,2020-03-11,English,0.0,586.0,0.0
If You Really Want to Change the World,"HenryKressel,NormanWinarsky",MatthewBoston,340,2020-10-11,English,0.0,586.0,0.0
Inflated,R.ChristopherWhalen,JakeWilliams,958,2020-09-07,English,0.0,836.0,0.0
Get Your Business Funded,StevenD.Strauss,J.D.Hart,384,2020-09-07,English,0.0,602.0,0.0
Cybercrime Investigators Handbook,GraemeEdwards,CurtBonnem,669,2019-08-10,English,0.0,703.0,0.0
Be Your Own Asset Manager (German edition),"NicholasZiegert,SandraDuttke,MarlaKorth,",N.N.,121,2019-06-24,german,0.0,166.0,0.0
La legge finanziaria,LucaVerzichelli,MaurizioDiGirolamo,228,2019-04-30,italian,0.0,267.0,0.0
La Banca mondiale,"AlessandroMagnoliBocchi,MatteoPiazza",AlessandroPala,281,2019-03-30,italian,0.0,267.0,0.0
L'evasione fiscale,AlessandroSantoro,LucaMuschio,255,2019-03-30,italian,0.0,267.0,0.0
Lever des fonds,XavierMilin,LudmilaRuoso,407,2018-11-29,french,0.0,566.0,0.0
We Are Better Than This,EdwardD.Kleinbard,PeterJohnson,1210,2014-12-30,English,0.0,1170.0,0.0
The Frugal Superpower,MichaelMandelbaum,ChristopherHurt,259,2010-03-09,English,0.0,668.0,0.0
Five Easy Theses,JamesStone,ChristopherGrove,514,2016-05-07,English,0.0,879.0,0.0
Il macigno,CarloCottarelli,AlbertoLori,368,2018-01-06,italian,0.0,305.0,0.0
The Little Big Number,DirkPhilipsen,PeterLarkin,693,2015-05-25,English,0.0,836.0,0.0
Petit manuel éconoclaste - pour comprendre et survivre à la crise,AxeldeTarlé,AxeldeTarlé,103,2011-05-20,french,0.0,184.0,0.0
Endgame,JohnMauldin,SeanPratt,580,2011-07-20,English,0.0,938.0,0.0
The Essential Bernie Sanders and His Vision for America,JonathanTasini,TomParks,281,2015-08-09,English,0.0,352.0,0.0
Rollback,Thomas.E.WoodsJr.,JohnnyHeller,472,2011-09-02,English,0.0,703.0,0.0
Franklin's Way to Wealth,BenjaminFranklin,MikeVendetti,22,2015-03-20,English,0.0,239.0,0.0
The Six Secrets of Raising Capital,BillFisher,TimAndresPabon,215,2014-10-22,English,0.0,586.0,0.0
Austerity,MarkBlyth,FredStella,662,2014-04-02,English,0.0,752.0,0.0
Act of Congress,RobertG.Kaiser,MatthewJosdal,1149,2014-06-05,English,0.0,1003.0,0.0
I fondi sovrani,"AlbertoQuadrioCurzio,ValeriaMiceli",ValerioAmoruso,291,2019-03-30,italian,0.0,267.0,0.0
Contro i pirañas,SalvatoreBragantini,MassimilianoZampetti,298,2019-02-10,italian,0.0,267.0,0.0
Stephen Roach on the Next Asia,StephenS.Roach,ScottWoodside,954,2020-10-07,English,0.0,836.0,0.0
Wealth Creation,BartleyJ.Madden,JohnAllenNelson,366,2020-10-07,English,0.0,668.0,0.0
"Streetsmart Financial Basics for Nonprofit Managers, 4th Edition",ThomasA.McLaughlin,SteveMenasche,691,2019-11-26,English,0.0,703.0,0.0
The Freedom Agenda,MikeLee,GeorgeK.Wilson,346,2011-07-26,English,0.0,703.0,0.0
A Capitalist's Lament,LelandFaust,JeffCummings,569,2017-02-06,English,0.0,1005.0,0.0
Uncovering the PINnacle,FemBossPublishing,NikkiDelgado,13,2021-04-02,English,0.0,23.0,0.0
microDomination,TrevorYoung,JohnBanks,397,2020-07-27,English,0.0,623.0,0.0
Rehumanize Your Business,"EthanBeute,StephenPacinelli","EthanBeute,StephenPacinelli",386,2019-11-19,English,0.0,586.0,0.0
Building Digital Culture,"DanielRowles,ThomasBrown",TomParks,519,2019-05-21,English,0.0,837.0,0.0
Disrupting Digital Business,RRayWang,PeterBerkrot,214,2015-11-16,English,0.0,501.0,0.0
UnBranding,"ScottStratten,AlisonStratten","ScottStratten,AlisonStratten",451,2018-05-29,English,0.0,668.0,0.0
Click.ology,GrahamJones,StevenMenasche,391,2015-08-25,English,0.0,703.0,0.0
Optimize,LeeOdden,J.D.Hart,523,2020-10-07,English,0.0,668.0,0.0
Money Without Boundaries,ThomasJ.Anderson,GrahamWinton,401,2019-03-10,English,0.0,703.0,0.0
"Me 2.0, Revised and Updated Edition",DanSchawbel,MikeChamberlain,502,2014-02-14,English,2.0,702.0,1.0
KaChing,JoelComm,WalterDixon,474,2010-07-20,English,0.0,820.0,0.0
Disruptive Marketing,GeoffreyColon,GeoffreyColon,374,2016-07-15,English,0.0,656.0,0.0
Poverty Proof for Entrepreneurs,DouglasKruger,DouglasKruger,266,2020-08-20,English,0.0,305.0,0.0
X,BrianSolis,StevenMenasche,385,2017-11-05,English,0.0,656.0,0.0
Will Post for Profit,"JustinBlaneyDM,KateFleming",RogerWayne,408,2020-12-22,English,0.0,586.0,0.0
The Subscription Boom,AdamLevinter,AdamLevinter,443,2020-11-12,English,5.0,516.0,1.0
世界一分かりやすいマーケティング戦略の立案方法を学ぶ,"MIYAKO,相川正樹",吉岡真延,47,2021-03-02,japanese,0.0,139.0,0.0
e-Commerce,ValentínLópez,ValentínLópez,56,2020-11-14,spanish,0.0,233.0,0.0
Pros y Contras del email Marketing (Narración en Castellano) [Pros and Cons of Email Marketing],ISDIDigitalTalent,JuanArenas,8,2020-10-29,spanish,0.0,268.0,0.0
Social Media Marketing Algorithms 2,LeonardCarli,AlexBradford,338,2020-11-09,English,0.0,668.0,0.0
Giv dit brand en personlig stemme,LouiseBonfilsHøck,Marie-LouiseGrundPetersen,358,2020-10-27,danish,0.0,602.0,0.0
Mejores prácticas de SEO (Narración en Castellano) [SEO Best Practices],ISDIDigitalTalent,JuanArenas,7,2020-09-30,spanish,0.0,268.0,0.0
7 herramientas para tu tienda online (Narración en Castellano) [7 Tools for Your Online Store],ISDIDigitalTalent,JuanArenas,13,2020-09-30,spanish,0.0,268.0,0.0
H2H: Человек для человека. Альтернатива B2B и B2C,SmartReading,ТатьянаМаерс,29,2020-06-08,russian,0.0,132.0,0.0
Маркетинг в социальных сетях,SmartReading,ОльгаГанкова,30,2020-07-30,russian,0.0,132.0,0.0
Цифровая трансформация. Практическое пособие,SmartReading,ДмитрийЕвстратов,38,2020-07-28,russian,0.0,132.0,0.0
Mobilized Marketing,JeffHasen,JohnnyHeller,396,2020-09-07,English,0.0,668.0,0.0
SEO - 7 Techniques pour Développer votre Référencement Naturel,DimitriCarlet,AlainCouchot,141,2020-05-15,french,0.0,566.0,0.0
Professional Social Media (German edition),"StephanHeinrich,MartinSänger","StephanHeinrich,MartinSänger",63,2019-12-13,german,0.0,233.0,0.0
Amazon FBA: Come iniziare,FrancescoCrema,StefanoTrillini,54,2019-02-12,italian,0.0,267.0,0.0
La sharing economy,MarioA.Maggioni,AndreaCecchi,217,2019-10-15,italian,0.0,190.0,0.0
Crea il tuo primo funnel di vendita,RayTaylor,SimoneLardieri,102,2019-08-24,italian,0.0,113.0,0.0
"Instagram Marketing ""Insiderwissen""",ChristianEhrnsperger,ChristianEhrnsperger,85,2019-05-14,german,0.0,267.0,0.0
Il metodo Aranzulla,SalvatoreAranzulla,DarioSansalone,163,2019-04-03,italian,0.0,497.0,0.0
Marketing online: le basi per capirlo,SamGaidy,LorenzoVisi,96,2014-01-16,italian,0.0,190.0,0.0
Online Marketing: 4 Wege zum Erfolg,DanielaNelz,MichaelFreioHaas,14,2017-01-27,german,0.0,166.0,0.0
10 Quick Steps to Chris Pirillo's Blog Traffic School,"ChrisPirillo,DavidLawrence",DavidLawrence,31,2003-08-25,English,0.0,670.0,0.0
The Cluetrain Manifesto,"RickLevine,ChristopherLocke,DocSearls,",DickSummer,370,2000-02-25,English,0.0,702.0,0.0
Irrational Persistence,DaveZilko,ChrisKayser,363,2016-09-27,English,0.0,668.0,0.0
Usa il neuromarketing per il tuo business,PhilMaxwell,LorenzoVisi,166,2015-04-24,italian,0.0,152.0,0.0
La stratégie 2.0,BrunoJarrosson,BrunoJarrosson,58,2017-06-10,french,0.0,566.0,0.0
The E-Factor,"MarionFreijsen,AdrieReinders",KevinPierce,304,2013-07-02,English,0.0,668.0,0.0
Groupon's Biggest Deal Ever,FrankSennett,BryanKennedy,537,2013-03-01,English,0.0,602.0,0.0
Why We Blog,DaveYoung,DaveYoung,44,2010-08-09,English,0.0,304.0,0.0
Black Ops Advertising,MaraEinstein,TamaraMarston,469,2016-09-13,English,0.0,668.0,0.0
Ctrl Alt Delete,MitchJoel,MitchJoel,447,2013-05-21,English,0.0,500.0,0.0
Real Time Marketing and PR,DavidMeermanScott,DavidMeermanScott,493,2010-11-23,English,0.0,820.0,0.0
The Mesh,LisaGansky,LisaGansky,270,2010-11-23,English,0.0,703.0,0.0
Affiliate Marketing,JanSchust,JohannesSteck,236,2018-05-18,german,0.0,434.0,0.0
Uniting the Virtual Workforce,"KarenSobelLojeskiPh.D.,RichardR.ReillyPh.D.",JoyceBean,283,2008-08-07,English,0.0,609.0,0.0
From .com to .profit,"NickEarle,PeterKeen",EricConger,184,2005-08-07,English,0.0,445.0,0.0
Les business models de l'économie digitale,GabrielJarrosson,GabrielJarrosson,33,2017-06-10,french,0.0,566.0,0.0
Autopilot: Let others work for you,HenningGlaser,HenningGlaser,124,2015-06-07,English,0.0,434.0,0.0
Marketingsteine Offline und Online,HenningGlaser,HenningGlaser,164,2015-05-22,german,0.0,434.0,0.0
Business Plan: Learn why a business plan is the key to business success,HenningGlaser,HenningGlaser,104,2015-06-07,English,0.0,367.0,0.0
Marketing in the Moment,MichaelTasner,DonHagen,372,2010-08-07,English,0.0,703.0,0.0
Location is (Still) Everything,DavidR.Bell,TomParks,398,2014-07-15,English,0.0,586.0,0.0
The Invisible Touch,HarryBeckwith,JimWard,167,2000-09-03,English,0.0,500.0,0.0
Trittbrett-Business,HenningGlaser,HenningGlaser,179,2015-05-22,german,0.0,434.0,0.0
30 Power Tipps für Ihre Website-Optimierung,"RobertSasse,YannickEsters",AlexandervonRichtsteig,14,2013-04-25,german,0.0,166.0,0.0
Marketing: More effective and efficient,HenningGlaser,HenningGlaser,159,2015-06-07,English,0.0,434.0,0.0
Ihr Internet Business,HenningGlaser,HenningGlaser,251,2015-05-22,german,0.0,501.0,0.0
How to Protect (or Destroy) Your Reputation Online,JohnP.David,MikeChamberlain,424,2016-10-24,English,0.0,773.0,0.0
...And the Clients Went Wild,MaribethKuzmeski,WalterDixon,486,2011-12-01,English,0.0,820.0,0.0
Attention! This Book Will Make You Money,JimF.Kukral,WalterDixon,472,2010-10-21,English,0.0,820.0,0.0
Momentum,ShamaHyder,NicolZanzarella,257,2016-05-17,English,0.0,586.0,0.0
Trust Agents Revised and Updated,"ChrisBrogan,JulienSmith","ChrisBrogan,JulienSmith",460,2010-11-23,English,0.0,703.0,0.0
Million Dollar eBay Business From,NeilWaterhouse,AndrewHadwal,305,2013-06-09,English,0.0,468.0,0.0
Streampunks,"MaanyPeyvan,RobertKyncl",StephenGraybill,488,2017-07-09,English,0.0,752.0,0.0
Magnetic,JoeCalloway,DonHagen,251,2017-02-03,English,0.0,656.0,0.0
Come sviluppare il tuo business con Facebook,MarcoRimedio,"AndreaSartori,MartaLucini,FabioZulli,",199,2017-06-06,italian,0.0,612.0,0.0
Network marketing,LuigiBaccaro,MauroAbbatescianna,285,2020-10-06,italian,0.0,267.0,0.0
Up App Selling,OscarDalvit,CarloMagistretti,516,2020-08-09,italian,0.0,574.0,0.0
Costruire e alimentare l'identità online,ElectraNadalini,PatriziaSantini,28,2020-07-21,italian,0.0,113.0,0.0
Like! (German edition),SamerMohamad,ChuckBruce,420,2019-08-27,german,0.0,568.0,0.0
Social Media und Online Marketing für Anfänger,MarcelMuto,GerritStratmann,189,2020-06-19,german,0.0,502.0,0.0
From Mopping Floors to Making Millions on Instagram,RonneBrown,MachelleWilliams,225,2020-06-30,English,0.0,469.0,0.0
Social TV,"MikeProulx,StaceyShepatin",WilliamDufris,427,2020-10-07,English,0.0,668.0,0.0
Marketing to the Social Web,LarryWeber,MarkBoyett,479,2020-09-07,English,0.0,668.0,0.0
Built-In Social,JeffKorhan,JeffKorhan,325,2020-07-17,English,0.0,668.0,0.0
The Ultimate Online Customer Service Guide,MarshaCollier,ArikaEscalona,372,2020-10-07,English,0.0,619.0,0.0
Branded!,"BernieBrennan,LoriSchafer",MarkAshby,464,2020-09-07,English,0.0,668.0,0.0
Money from Anywhere,PatO'Bryan,SeanPratt,278,2011-03-05,English,0.0,609.0,0.0
The AdSense Code 2nd Edition,JoelComm,SeanPratt,436,2010-01-06,English,0.0,820.0,0.0
Your Internet Cash Machine,"JoeVitale,JillianColemanWheeler","JoeVitale,JillianColemanWheeler",423,2008-07-23,English,0.0,610.0,0.0
Dot.Bomb,J.DavidKuo,J.DavidKuo,352,2001-10-26,English,0.0,500.0,0.0
All You Can Pay,"AnnaBernasek,D.T.Mongan",TaviaGilbert,474,2015-05-18,English,0.0,703.0,0.0
Cloud Surfing,TomKoulopoulos,TomKoulopoulos,441,2014-07-16,English,0.0,703.0,0.0
Master Social Media,PeterVoogd,"PeterVoogd,SethThompson",76,2020-07-15,English,0.0,117.0,0.0
How to Manage Content,MaeveBennett,MarcusMulenga,49,2020-12-18,English,0.0,117.0,0.0
LinkAbility,LynnaireJohnston,"LynnaireJohnston,DaveStokes",207,2020-11-12,English,0.0,304.0,0.0
Voll Porno Marketing,PascalSchildknecht,PascalSchildknecht,170,2019-08-14,german,0.0,166.0,0.0
The Fiat Standard,SaifedeanAmmous,"SaifedeanAmmous,GuySwann",764,2022-03-17,English,0.0,469.0,0.0
The Tyranny of Merit,MichaelJ.Sandel,MichaelJSandel,677,2020-10-09,English,4.5,888.0,35.0
The Cryptopians,LauraShin,LauraShin,913,2022-02-22,English,0.0,500.0,0.0
FAKE,RobertT.Kiyosaki,WilliamLeRoy,763,2019-05-28,English,4.5,586.0,52.0
One Good Trade,MikeBellafiore,KevinFoley,908,2020-10-07,English,4.5,469.0,15.0
